trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_start,mask_end,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
1375,"['high', 2, 'low']",2,white,0.35692174,45,left,up,high,low,white_low_45-black_low_135-white_low_135-black_low_45,white_high_45_up,black_high_135_up,3,1.086326239,5137.03947,5137.288011,0.248541,right,0.1376506,0,3,73,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1376,"['high', 3, 'low']",3,white,0.872864482,45,left,up,high,low,white_low_135-white_low_45-black_low_45-black_low_135,white_high_45_up,black_high_135_up,8,1.28555431,5139.54169,5139.790241,0.2485516,left,0.0424069,1,8,72,1,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1377,"['low', 2, 'low']",2,black,0.984634243,45,right,down,low,low,white_low_135-black_low_135-white_low_45-black_low_45,black_low_45_down,white_low_135_down,6,1.538646528,5142.04079,5142.289332,0.2485427,left,0.1031732,0,6,68,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1378,"['high', 2, 'high']",2,white,0.089808503,45,left,down,high,high,white_high_135-black_high_45-white_high_135-black_high_135,white_high_45_down,black_high_135_down,14,1.157623497,5144.423233,5144.671777,0.2485446,left,0.0738824,1,14,74,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1379,"['high', 3, 'low']",3,black,0.099682993,135,left,up,high,low,white_low_45-white_low_135-black_low_135-black_low_45,black_high_135_up,white_high_45_up,7,1.232924272,5146.779952,5147.028502,0.2485501,right,0.1118032,0,7,73,1,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1380,"['med', 2, 'low']",2,black,0.873638292,45,right,up,med,low,black_low_135-white_low_45-black_low_45-white_low_135,black_med_45_up,white_med_135_up,10,1.180161773,5149.089685,5149.339664,0.2499788,left,0.0557731,0,10,78,0,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1381,"['med', 3, 'low']",3,white,0.669557503,135,right,up,med,low,black_low_45-white_low_135-white_low_45-black_low_135,white_med_135_up,black_med_45_up,3,1.821021562,5151.867608,5152.116148,0.2485397,right,0.1149304,1,3,75,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1382,"['low', 3, 'high']",3,white,0.07525254,45,left,down,low,high,white_high_135-black_high_45-black_high_135-white_high_135,white_low_45_down,black_low_135_down,4,1.320002971,5154.240023,5154.486747,0.2467238,left,0.0622335,1,4,74,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1383,"['med', 3, 'low']",3,black,0.568264467,45,right,up,med,low,black_low_135-white_low_45-white_low_135-black_low_45,black_med_45_up,white_med_135_up,2,1.692312986,5156.850715,5157.099261,0.2485454,right,0.1083814,1,2,76,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1384,"['low', 1, 'low']",1,white,0.201471792,45,left,down,low,low,black_low_135-black_low_45-white_low_45-white_low_135,white_low_45_down,black_low_135_down,10,1.974655124,5159.815129,5160.063681,0.2485524,left,0.1584196,1,10,78,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1385,"['med', 2, 'high']",2,black,0.68913489,135,left,up,med,high,white_high_135-black_high_45-white_high_135-black_high_135,black_med_135_up,white_med_45_up,10,1.879382787,5162.87654,5163.125089,0.2485488,left,0.3292873,1,10,74,1,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1386,"['med', 2, 'high']",2,black,0.519096648,45,right,down,med,high,black_high_135-black_high_45-white_high_135-white_high_135,black_med_45_down,white_med_135_down,9,1.13961368,5165.343848,5165.592696,0.2488479,left,0.1589831,0,9,75,1,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1387,"['high', 2, 'high']",2,white,0.508886599,135,right,up,high,high,black_high_135-black_high_45-white_high_135-white_high_135,white_high_135_up,black_high_45_up,13,1.936540869,5168.532573,5168.781111,0.2485389,right,0.0348104,1,13,75,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1388,"['low', 2, 'low']",2,white,0.771044358,135,right,up,low,low,white_low_45-black_low_45-white_low_135-black_low_135,white_low_135_up,black_low_45_up,9,1.46861639,5171.030207,5171.280493,0.2502857,right,0.0415858,1,9,69,0,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1389,"['high', 3, 'low']",3,white,0.195977486,45,left,up,high,low,black_low_135-black_low_45-white_low_45-white_low_135,white_high_45_up,black_high_135_up,10,1.877953236,5174.105498,5174.352261,0.2467637,left,0.0669039,1,10,74,0,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1390,"['med', 3, 'low']",3,white,0.496126107,45,left,up,med,low,white_low_135-white_low_45-black_low_135-black_low_45,white_med_45_up,black_med_135_up,1,1.013576585,5176.013325,5176.261871,0.248546,right,0.0926438,0,1,77,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1391,"['med', 1, 'low']",1,black,0.087667833,135,left,down,med,low,black_low_45-black_low_135-white_low_45-white_low_135,black_med_135_down,white_med_45_down,11,1.599082988,5178.607938,5178.858264,0.2503261,right,0.0651236,0,11,77,0,1,1,1,TRUE,TRUE,med_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1392,"['low', 2, 'low']",2,white,0.703012642,45,left,down,low,low,black_low_45-white_low_45-white_low_135-black_low_135,white_low_45_down,black_low_135_down,8,1.010518248,5180.650897,5180.901206,0.2503091,left,0.1449616,1,8,70,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1393,"['low', 3, 'high']",3,white,0.291556668,45,left,down,low,high,white_high_135-black_high_135-black_high_45-white_high_135,white_low_45_down,black_low_135_down,3,1.275485047,5182.966661,5183.215209,0.2485486,left,0.1125797,1,3,75,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1394,"['med', 2, 'low']",2,black,0.229836084,45,right,down,med,low,white_low_45-white_low_135-black_low_135-black_low_45,black_med_45_down,white_med_135_down,13,1.112745494,5185.288472,5185.537012,0.2485406,right,0.1261868,1,13,79,0,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1395,"['low', 3, 'high']",3,white,0.075088718,45,left,up,low,high,white_high_135-white_high_135-black_high_135-black_high_45,white_low_45_up,black_low_135_up,2,1.381171477,5187.66486,5187.91341,0.2485499,left,0.1069133,1,2,76,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1396,"['high', 3, 'high']",3,white,0.349411777,45,left,down,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_45_down,black_high_135_down,13,1.737025098,5190.768699,5191.017242,0.2485428,left,0.1548992,1,13,75,0,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1397,"['low', 3, 'low']",3,black,0.501715154,135,left,up,low,low,white_low_135-white_low_45-black_low_45-black_low_135,black_low_135_up,white_low_45_up,6,1.221656813,5193.151173,5193.399705,0.2485312,left,0.0667895,1,6,73,0,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1398,"['high', 2, 'low']",2,white,0.739089036,135,right,up,high,low,black_low_45-black_low_135-white_low_45-white_low_135,white_high_135_up,black_high_45_up,6,1.484695157,5195.626315,5195.873067,0.2467517,right,0.0932434,1,6,74,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1399,"['med', 1, 'high']",1,black,0.607511929,135,left,down,med,high,white_high_135-black_high_135-black_high_45-white_high_135,black_med_135_down,white_med_45_down,16,1.010573372,5197.687438,5197.934207,0.2467686,left,0.1894721,1,16,72,0,1,1,1,TRUE,TRUE,med_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1400,"['low', 3, 'low']",3,black,0.707857915,135,left,down,low,low,black_low_45-white_low_45-white_low_135-black_low_135,black_low_135_down,white_low_45_down,5,1.285703317,5200.134807,5200.383349,0.2485414,left,0.0751143,1,5,74,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1401,"['high', 3, 'high']",3,black,0.676697338,45,right,down,high,high,white_high_135-white_high_135-black_high_135-black_high_45,black_high_45_down,white_high_135_down,12,1.980401955,5203.420499,5203.669046,0.2485473,left,0.1159768,0,12,76,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1402,"['high', 1, 'high']",1,black,0.783745981,45,right,down,high,high,black_high_135-black_high_45-white_high_135-white_high_135,black_high_45_down,white_high_135_down,14,1.394552399,5205.871398,5206.118171,0.2467726,left,0.125907,0,14,74,1,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1403,"['low', 2, 'low']",2,white,0.001597528,135,right,up,low,low,white_low_135-black_low_135-white_low_45-black_low_45,white_low_135_up,black_low_45_up,7,1.958684329,5208.900736,5209.149279,0.2485428,right,0.4426148,1,7,71,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1404,"['high', 1, 'low']",1,black,0.768617997,45,right,up,high,low,black_low_135-black_low_45-white_low_45-white_low_135,black_high_45_up,white_high_135_up,15,1.386959236,5211.677223,5211.925783,0.2485605,right,0.1469808,1,15,73,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1405,"['high', 3, 'high']",3,black,0.251561462,45,right,up,high,high,white_high_135-black_high_135-black_high_45-white_high_135,black_high_45_up,white_high_135_up,15,1.76883508,5214.926562,5215.176883,0.2503215,right,0.1821464,1,15,77,0,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1406,"['low', 3, 'high']",3,white,0.757270065,45,left,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,white_low_45_up,black_low_135_up,1,1.135880523,5217.072582,5217.321075,0.2484929,right,0.2457025,0,1,77,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1407,"['low', 3, 'low']",3,black,0.844722344,135,left,up,low,low,black_low_135-black_low_45-white_low_135-white_low_45,black_low_135_up,white_low_45_up,4,1.409421496,5219.661155,5219.91144,0.2502852,left,0.0592567,1,4,75,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1408,"['low', 3, 'high']",3,black,0.847987795,45,right,up,low,high,white_high_135-white_high_135-black_high_135-black_high_45,black_low_45_up,white_low_135_up,4,1.668459783,5222.322446,5222.570978,0.2485326,right,0.0213347,1,4,78,0,1,1,1,TRUE,TRUE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1409,"['med', 3, 'low']",3,black,0.439965656,135,left,up,med,low,white_low_135-white_low_45-black_low_45-black_low_135,black_med_135_up,white_med_45_up,4,1.423752604,5224.698831,5224.949122,0.2502916,left,0.0608722,1,4,78,0,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1410,"['low', 2, 'low']",2,black,0.52563711,45,right,down,low,low,white_low_45-black_low_45-white_low_135-black_low_135,black_low_45_down,white_low_135_down,6,1.795173636,5227.483129,5227.729907,0.2467773,left,0.0760378,0,6,72,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1411,"['med', 2, 'high']",2,black,0.996577256,135,left,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,black_med_135_down,white_med_45_down,12,1.262957481,5229.888079,5230.136614,0.2485352,left,0.1854341,1,12,76,0,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1412,"['med', 2, 'high']",2,black,0.741991075,45,right,up,med,high,white_high_135-black_high_45-black_high_135-white_high_135,black_med_45_up,white_med_135_up,11,1.565681806,5232.682731,5232.931279,0.2485481,right,0.08257,1,11,77,1,1,1,1,TRUE,TRUE,med_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1413,"['high', 1, 'low']",1,black,0.133838359,135,left,down,high,low,black_low_135-white_low_135-black_low_45-white_low_45,black_high_135_down,white_high_45_down,15,1.071970141,5234.780238,5235.028787,0.2485483,left,0.1584651,1,15,73,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1414,"['high', 2, 'low']",2,white,0.671907656,45,left,up,high,low,black_low_45-white_low_135-black_low_135-white_low_45,white_high_45_up,black_high_135_up,5,1.356518405,5237.201167,5237.4479,0.2467336,left,0.055515,1,5,75,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1415,"['med', 3, 'low']",3,black,0.960424332,45,right,up,med,low,black_low_135-white_low_45-black_low_45-white_low_135,black_med_45_up,white_med_135_up,3,1.382430446,5239.539079,5239.787626,0.2485476,left,0.0130138,0,3,79,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1416,"['low', 2, 'low']",2,black,0.055735347,135,left,down,low,low,white_low_45-black_low_45-white_low_135-black_low_135,black_low_135_down,white_low_45_down,9,1.671017375,5242.21885,5242.467387,0.2485367,right,0.2351572,0,9,73,0,1,1,1,TRUE,TRUE,low_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1417,"['high', 1, 'high']",1,white,0.638286636,45,left,up,high,high,white_high_135-black_high_45-black_high_135-white_high_135,white_high_45_up,black_high_135_up,14,1.649337833,5245.037498,5245.287789,0.2502904,left,0.1308393,1,14,74,1,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1418,"['high', 2, 'low']",2,black,0.671882377,135,left,down,high,low,black_low_45-black_low_135-white_low_135-white_low_45,black_high_135_down,white_high_45_down,4,1.743005905,5247.785435,5248.032197,0.246762,right,0.0466541,0,4,76,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1419,"['med', 1, 'low']",1,white,0.166720511,45,left,up,med,low,white_low_135-black_low_45-black_low_135-white_low_45,white_med_45_up,black_med_135_up,11,1.207736408,5249.935754,5250.184295,0.2485419,left,0.0529853,1,11,77,0,1,1,1,TRUE,TRUE,med_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1420,"['high', 3, 'low']",3,white,0.250556429,45,left,up,high,low,black_low_45-white_low_135-black_low_135-white_low_45,white_high_45_up,black_high_135_up,9,1.288599043,5252.396997,5252.645552,0.2485548,left,0.3806099,1,9,75,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1421,"['high', 3, 'low']",3,black,0.988527036,45,right,down,high,low,white_low_45-white_low_135-black_low_135-black_low_45,black_high_45_down,white_high_135_down,9,1.269338768,5255.167423,5255.417725,0.2503019,right,0.1972953,1,9,75,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1422,"['low', 3, 'high']",3,black,0.333035349,45,right,up,low,high,black_high_45-black_high_135-white_high_135-white_high_135,black_low_45_up,white_low_135_up,4,1.514675468,5257.812309,5258.059075,0.2467664,right,0.0645794,1,4,78,0,1,1,1,TRUE,TRUE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1423,"['high', 3, 'low']",3,white,0.536279664,135,right,down,high,low,white_low_45-black_low_45-black_low_135-white_low_135,white_high_135_down,black_high_45_down,9,1.102357406,5260.089922,5260.338479,0.2485565,right,0.1203604,1,9,75,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1424,"['low', 2, 'low']",2,white,0.212912637,135,right,up,low,low,white_low_45-white_low_135-black_low_45-black_low_135,white_low_135_up,black_low_45_up,9,1.880952155,5263.090713,5263.341059,0.2503459,right,0.1540365,1,9,73,0,1,1,1,TRUE,TRUE,low_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1425,"['med', 2, 'low']",2,white,0.438707202,45,left,down,med,low,black_low_135-white_low_45-black_low_45-white_low_135,white_med_45_down,black_med_135_down,12,1.150505844,5265.461037,5265.70958,0.2485426,left,0.1566529,1,12,80,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1426,"['high', 3, 'high']",3,black,0.446527869,135,left,down,high,high,black_high_45-white_high_135-white_high_135-black_high_135,black_high_135_down,white_high_45_down,14,1.927596444,5268.843732,5269.092575,0.2488431,left,0.172794,1,14,78,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1427,"['high', 2, 'low']",2,white,0.418937331,45,left,up,high,low,white_low_45-black_low_45-white_low_135-black_low_135,white_high_45_up,black_high_135_up,7,1.003769976,5270.96727,5271.214037,0.2467673,left,0.187178,1,7,77,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1428,"['med', 1, 'low']",1,black,0.8114483,135,left,down,med,low,white_low_45-black_low_45-black_low_135-white_low_135,black_med_135_down,white_med_45_down,11,1.58714293,5273.640707,5273.887466,0.2467591,right,0.0955172,0,11,77,0,1,1,1,TRUE,TRUE,med_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1429,"['low', 3, 'high']",3,black,0.738111253,135,left,down,low,high,white_high_135-black_high_45-black_high_135-white_high_135,black_low_135_down,white_low_45_down,4,1.581723999,5276.245696,5276.495974,0.2502789,left,0.1393623,1,4,78,0,1,1,1,TRUE,TRUE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1430,"['low', 1, 'low']",1,black,0.503100029,45,right,up,low,low,black_low_135-white_low_135-white_low_45-black_low_45,black_low_45_up,white_low_135_up,9,1.987732528,5279.246473,5279.495012,0.248539,right,0.0413309,1,9,79,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1431,"['high', 1, 'low']",1,white,0.398798515,45,left,up,high,low,black_low_135-white_low_45-black_low_45-white_low_135,white_high_45_up,black_high_135_up,15,1.445308384,5281.677402,5281.925951,0.2485481,left,0.1612285,1,15,73,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1432,"['low', 1, 'low']",1,white,0.953404841,135,right,down,low,low,white_low_135-white_low_45-black_low_135-black_low_45,white_low_135_down,black_low_45_down,8,1.058750342,5283.757052,5284.005591,0.2485396,right,0.1549624,1,8,80,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1433,"['med', 2, 'low']",2,black,0.037136762,45,right,down,med,low,black_low_135-black_low_45-white_low_135-white_low_45,black_med_45_down,white_med_135_down,11,1.558978565,5286.515034,5286.763885,0.2488518,right,0.2954015,1,11,81,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1434,"['high', 1, 'low']",1,white,0.355317705,45,left,down,high,low,white_low_135-white_low_45-black_low_45-black_low_135,white_high_45_down,black_high_135_down,15,1.711616983,5289.473393,5289.721935,0.248542,left,0.2871479,1,15,73,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1435,"['low', 2, 'high']",2,black,0.483788675,135,left,up,low,high,black_high_135-black_high_45-white_high_135-white_high_135,black_low_135_up,white_low_45_up,7,1.519180592,5292.23197,5292.480526,0.2485553,left,0.0847828,1,7,68,1,1,1,1,TRUE,TRUE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1436,"['low', 1, 'high']",1,black,0.713583241,45,right,down,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_45_down,white_low_135_down,14,1.968402648,5295.220366,5295.468887,0.2485205,left,0.0103643,0,14,74,0,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,27,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1437,"['med', 1, 'low']",1,white,0.011663851,45,left,up,med,low,white_low_45-black_low_45-white_low_135-black_low_135,white_med_45_up,black_med_135_up,11,1.259089351,5297.384561,5297.633109,0.2485476,left,0.038142,1,11,77,0,1,1,1,TRUE,TRUE,med_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1438,"['low', 2, 'low']",2,white,0.446774419,135,right,up,low,low,white_low_45-black_low_135-black_low_45-white_low_135,white_low_135_up,black_low_45_up,9,1.30384605,5299.724569,5299.974887,0.2503179,right,0.2875199,1,9,73,0,1,1,1,TRUE,TRUE,low_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1439,"['low', 2, 'high']",2,black,0.601720108,45,right,up,low,high,white_high_135-black_high_135-black_high_45-white_high_135,black_low_45_up,white_low_135_up,7,1.112007504,5302.072394,5302.319168,0.2467741,right,0.0214005,1,7,68,1,1,1,1,TRUE,TRUE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1440,"['low', 2, 'high']",2,black,0.432383759,135,left,up,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_135_up,white_low_45_up,7,1.362135272,5304.398521,5304.648818,0.2502971,left,0.2317425,1,7,68,1,1,1,1,TRUE,TRUE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1441,"['high', 1, 'low']",1,black,0.431928098,135,left,up,high,low,white_low_45-black_low_135-black_low_45-white_low_135,black_high_135_up,white_high_45_up,15,1.049783248,5306.629409,5306.877957,0.2485476,left,0.2699516,1,15,73,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1442,"['med', 2, 'low']",2,black,0.173332517,45,right,up,med,low,white_low_45-black_low_135-white_low_135-black_low_45,black_med_45_up,white_med_135_up,10,1.372938755,5309.290712,5309.539253,0.2485409,right,0.2580337,1,10,82,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1443,"['high', 1, 'low']",1,black,0.926650781,135,left,down,high,low,white_low_45-white_low_135-black_low_45-black_low_135,black_high_135_down,white_high_45_down,15,1.96943888,5312.461235,5312.709781,0.2485463,right,0.1435552,0,15,73,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1444,"['high', 3, 'high']",3,black,0.977316223,45,right,up,high,high,black_high_135-black_high_45-white_high_135-white_high_135,black_high_45_up,white_high_135_up,13,1.261228169,5315.122809,5315.371355,0.2485464,right,0.1953111,1,13,79,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
