trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_start,mask_end,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
344,"['med', 1, 'high']",1,black,0.634675616,45,right,up,med,high,white_high_135-black_high_45-black_high_135-white_high_135,black_med_45_up,white_med_135_up,19,1.20716695,2129.209916,2129.456679,0.2467637,right,0.2316781,1,19,17,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
345,"['high', 2, 'high']",2,black,0.164603634,135,left,down,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_135_down,white_high_45_down,25,1.76325872,2132.585087,2132.833631,0.2485443,left,0.2038811,1,25,19,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
346,"['med', 1, 'low']",1,black,0.56623451,45,right,down,med,low,white_low_135-white_low_45-black_low_135-black_low_45,black_med_45_down,white_med_135_down,22,1.934702431,2135.755308,2136.00385,0.2485417,right,0.2094306,1,22,18,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
347,"['med', 2, 'low']",2,black,0.399714717,135,left,down,med,low,black_low_135-white_low_135-black_low_45-white_low_45,black_med_135_down,white_med_45_down,10,1.92172002,2138.907649,2139.156194,0.2485452,left,0.3249326,1,10,14,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
348,"['low', 1, 'low']",1,white,0.913715212,45,left,down,low,low,black_low_45-white_low_135-white_low_45-black_low_135,white_low_45_down,black_low_135_down,16,1.698184631,2141.892349,2142.137352,0.2450031,left,0.1934481,1,16,20,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
349,"['high', 2, 'low']",2,black,0.563886571,135,left,up,high,low,black_low_135-white_low_45-black_low_45-white_low_135,black_high_135_up,white_high_45_up,16,1.321061256,2144.56401,2144.812557,0.2485474,left,0.2624083,1,16,16,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
350,"['low', 2, 'high']",2,white,0.252718943,135,right,down,low,high,white_high_135-black_high_45-white_high_135-black_high_135,white_low_135_down,black_low_45_down,5,1.166983353,2146.893354,2147.141875,0.2485217,right,0.0843791,1,5,22,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
351,"['med', 2, 'low']",2,white,0.914949133,45,left,up,med,low,black_low_45-white_low_135-black_low_135-white_low_45,white_med_45_up,black_med_135_up,9,1.911305167,2149.886586,2150.135132,0.248546,left,0.3289054,1,9,15,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
352,"['low', 3, 'high']",3,white,0.939568432,135,right,down,low,high,white_high_135-black_high_135-white_high_135-black_high_45,white_low_135_down,black_low_45_down,6,1.398551684,2152.620341,2152.868887,0.2485458,right,0.279592,1,6,21,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
353,"['low', 1, 'low']",1,black,0.893397012,45,right,down,low,low,black_low_45-white_low_45-white_low_135-black_low_135,black_low_45_down,white_low_135_down,15,1.442188868,2155.287705,2155.538033,0.250328,right,0.3382885,1,15,21,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
354,"['med', 2, 'high']",2,black,0.090010842,45,right,up,med,high,black_high_45-white_high_135-black_high_135-white_high_135,black_med_45_up,white_med_135_up,15,1.673932304,2158.440039,2158.688586,0.2485468,right,0.2457055,1,15,17,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
355,"['low', 1, 'low']",1,black,0.12172395,135,left,up,low,low,white_low_135-black_low_45-black_low_135-white_low_45,black_low_135_up,white_low_45_up,14,1.950145897,2161.568146,2161.816678,0.2485322,left,0.6487885,1,14,22,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
356,"['med', 1, 'high']",1,white,0.353101375,135,right,down,med,high,black_high_45-white_high_135-white_high_135-black_high_135,white_med_135_down,black_med_45_down,18,1.67866224,2164.886254,2165.132973,0.2467192,right,0.2216523,1,18,18,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
357,"['med', 1, 'high']",1,black,0.197489968,135,left,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,black_med_135_down,white_med_45_down,17,1.040581786,2167.11505,2167.363598,0.2485477,left,0.3116572,1,17,19,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
358,"['low', 3, 'low']",3,white,0.702439104,45,left,up,low,low,black_low_45-black_low_135-white_low_135-white_low_45,white_low_45_up,black_low_135_up,2,1.02818727,2169.315617,2169.564164,0.2485469,left,0.1528049,1,2,18,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
359,"['low', 3, 'high']",3,black,0.12208526,135,left,down,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_135_down,white_low_45_down,5,1.53308728,2171.97694,2172.227261,0.2503209,right,0.1205892,0,5,22,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
360,"['high', 2, 'low']",2,white,0.908088091,135,right,down,high,low,black_low_45-white_low_45-white_low_135-black_low_135,white_high_135_down,black_high_45_down,15,1.655329448,2174.89892,2175.147764,0.248844,right,0.174821,1,15,17,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
361,"['med', 2, 'low']",2,white,0.589169452,135,right,up,med,low,black_low_45-white_low_135-white_low_45-black_low_135,white_med_135_up,black_med_45_up,8,1.643760918,2177.687799,2177.936294,0.2484952,right,0.0872771,1,8,16,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
362,"['high', 3, 'low']",3,white,0.856046655,45,left,down,high,low,white_low_45-black_low_135-white_low_135-black_low_45,white_high_45_down,black_high_135_down,15,1.991413811,2181.100542,2181.349386,0.248844,left,0.1314864,1,15,21,0,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
363,"['high', 1, 'high']",1,white,0.420162343,45,left,down,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_45_down,black_high_135_down,22,1.125998585,2183.398393,2183.646943,0.24855,left,0.1797143,1,22,22,0,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
364,"['low', 3, 'low']",3,black,0.294797658,135,left,down,low,low,black_low_135-black_low_45-white_low_135-white_low_45,black_low_135_down,white_low_45_down,1,1.365836689,2185.770194,2186.016974,0.2467795,left,0.2045713,1,1,19,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
365,"['high', 2, 'high']",2,black,0.147081916,45,right,up,high,high,white_high_135-black_high_45-black_high_135-white_high_135,black_high_45_up,white_high_135_up,24,1.545934918,2188.87833,2189.126887,0.2485562,right,0.2992434,1,24,20,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
366,"['low', 1, 'low']",1,black,0.557972102,45,right,up,low,low,white_low_45-white_low_135-black_low_135-black_low_45,black_low_45_up,white_low_135_up,13,1.587286615,2191.685143,2191.935444,0.2503011,right,0.7683613,1,13,23,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
367,"['low', 1, 'high']",1,black,0.229557665,135,left,up,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_135_up,white_low_45_up,12,1.892665629,2195.255767,2195.504607,0.2488397,left,0.2113991,1,12,20,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
368,"['high', 2, 'low']",2,black,0.240876922,45,right,down,high,low,white_low_45-white_low_135-black_low_45-black_low_135,black_high_45_down,white_high_135_down,14,1.757963004,2198.347486,2198.59603,0.2485441,right,0.0830137,1,14,18,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
369,"['low', 2, 'low']",2,black,0.18593233,45,right,up,low,low,white_low_135-white_low_45-black_low_135-black_low_45,black_low_45_up,white_low_135_up,5,1.987373356,2201.317961,2201.566509,0.2485475,left,0.099332,0,5,18,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
370,"['high', 1, 'low']",1,black,0.886563682,135,left,up,high,low,white_low_45-white_low_135-black_low_135-black_low_45,black_high_135_up,white_high_45_up,19,1.509390451,2203.924709,2204.17326,0.2485504,left,0.2218238,1,19,17,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
371,"['high', 2, 'low']",2,black,0.242954321,135,left,up,high,low,white_low_45-black_low_135-white_low_135-black_low_45,black_high_135_up,white_high_45_up,13,1.534403744,2206.773949,2207.022488,0.2485399,left,0.1439227,1,13,19,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
372,"['med', 1, 'high']",1,white,0.866525441,135,right,up,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_135_up,black_med_45_up,16,1.511545524,2209.386756,2209.637069,0.2503134,left,0.3322147,0,16,20,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
373,"['med', 2, 'high']",2,white,0.664373095,45,left,up,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_45_up,black_med_135_up,14,1.629805679,2212.460573,2212.709129,0.2485559,left,0.4074783,1,14,18,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
374,"['low', 1, 'low']",1,black,0.960750708,45,right,down,low,low,black_low_45-white_low_135-black_low_135-white_low_45,black_low_45_down,white_low_135_down,12,1.423000279,2215.20063,2215.449233,0.248603,right,0.4754451,1,12,24,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
375,"['high', 3, 'high']",3,black,0.262163757,135,left,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_135_up,white_high_45_up,10,1.229576987,2218.055979,2218.304533,0.2485544,left,0.5818555,1,10,22,0,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
376,"['high', 1, 'high']",1,white,0.950862894,45,left,down,high,high,black_high_45-black_high_135-white_high_135-white_high_135,white_high_45_down,black_high_135_down,21,1.218094927,2220.880678,2221.129224,0.2485459,left,0.0968358,1,21,23,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
377,"['high', 3, 'high']",3,black,0.135806804,45,right,up,high,high,white_high_135-black_high_135-black_high_45-white_high_135,black_high_45_up,white_high_135_up,9,1.887478646,2223.990571,2224.239111,0.2485394,right,0.418213,1,9,23,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
378,"['high', 3, 'low']",3,black,0.73745832,45,right,up,high,low,white_low_45-black_low_45-white_low_135-black_low_135,black_high_45_up,white_high_135_up,14,1.662556256,2227.373284,2227.622125,0.2488411,right,0.1847215,1,14,22,1,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
379,"['low', 2, 'high']",2,black,0.654493334,45,right,down,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_45_down,white_low_135_down,4,1.781292009,2230.218577,2230.465285,0.2467079,left,0.1460421,0,4,23,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,13,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
380,"['low', 3, 'high']",3,white,0.201985829,135,right,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,white_low_135_up,black_low_45_up,8,1.376402529,2232.823199,2233.071747,0.2485479,right,0.3176157,1,8,23,0,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
381,"['med', 3, 'low']",3,white,0.944470661,135,right,down,med,low,white_low_45-black_low_45-white_low_135-black_low_135,white_med_135_down,black_med_45_down,10,1.528386259,2235.825742,2236.072516,0.2467739,left,0.161531,0,10,22,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,11,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
382,"['high', 3, 'high']",3,white,0.300089725,135,right,down,high,high,black_high_135-black_high_45-white_high_135-white_high_135,white_high_135_down,black_high_45_down,8,1.661210327,2238.727772,2238.976325,0.2485526,right,0.0162292,1,8,24,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
383,"['low', 2, 'low']",2,white,0.898367212,45,left,down,low,low,black_low_45-white_low_45-black_low_135-white_low_135,white_low_45_down,black_low_135_down,8,1.030532289,2240.752555,2241.001098,0.2485433,left,0.0956013,1,8,19,0,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
384,"['med', 3, 'high']",3,black,0.146139465,45,right,down,med,high,black_high_135-black_high_45-white_high_135-white_high_135,black_med_45_down,white_med_135_down,8,1.546279203,2243.474479,2243.723024,0.2485446,right,0.127985,1,8,20,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
385,"['high', 1, 'high']",1,white,0.085081674,45,left,up,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_45_up,black_high_135_up,20,1.061763196,2245.675059,2245.923602,0.2485427,left,0.2954332,1,20,24,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
386,"['low', 2, 'high']",2,black,0.380554644,135,left,down,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_135_down,white_low_45_down,7,1.374052487,2248.288064,2248.536671,0.2486068,right,0.2044544,0,7,24,0,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,13,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
387,"['high', 1, 'high']",1,black,0.997587031,135,left,up,high,high,white_high_135-black_high_135-white_high_135-black_high_45,black_high_135_up,white_high_45_up,19,1.959174109,2251.446268,2251.694823,0.2485552,left,0.1402126,1,19,25,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
388,"['high', 2, 'high']",2,white,0.871977256,135,right,up,high,high,black_high_45-white_high_135-black_high_135-white_high_135,white_high_135_up,black_high_45_up,23,1.662920667,2254.586471,2254.835318,0.2488467,right,0.3161422,1,23,21,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
389,"['low', 2, 'high']",2,black,0.264602831,135,left,up,low,high,black_high_135-black_high_45-white_high_135-white_high_135,black_low_135_up,white_low_45_up,10,1.166216357,2257.091927,2257.338699,0.2467723,left,0.1518995,1,10,25,0,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,14,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
390,"['med', 1, 'low']",1,black,0.110858137,45,right,up,med,low,white_low_135-black_low_45-white_low_45-black_low_135,black_med_45_up,white_med_135_up,21,1.549601142,2259.812102,2260.062392,0.2502893,right,0.2165378,1,21,19,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
391,"['high', 1, 'low']",1,black,0.583016168,45,right,up,high,low,white_low_45-black_low_135-white_low_135-black_low_45,black_high_45_up,white_high_135_up,18,1.999210883,2263.012934,2263.261476,0.2485418,right,0.7972197,1,18,18,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
392,"['low', 3, 'high']",3,white,0.664199259,45,left,up,low,high,white_high_135-black_high_45-white_high_135-black_high_135,white_low_45_up,black_low_135_up,7,1.895259769,2266.747552,2266.996077,0.2485244,left,0.0525277,1,7,24,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
393,"['med', 3, 'high']",3,white,0.416592897,135,right,up,med,high,black_high_135-white_high_135-white_high_135-black_high_45,white_med_135_up,black_med_45_up,7,1.916824312,2269.760152,2270.009,0.2488484,right,0.1811097,1,7,21,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
394,"['low', 3, 'high']",3,black,0.057209886,45,right,up,low,high,black_high_45-white_high_135-black_high_135-white_high_135,black_low_45_up,white_low_135_up,6,1.533215007,2272.476323,2272.724876,0.2485535,right,0.1629455,1,6,25,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
395,"['low', 2, 'high']",2,white,0.228633012,45,left,up,low,high,white_high_135-black_high_135-black_high_45-white_high_135,white_low_45_up,black_low_135_up,9,1.310433077,2274.949394,2275.198239,0.2488451,left,0.1614216,1,9,26,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,14,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
396,"['low', 1, 'low']",1,white,0.931077841,45,left,up,low,low,white_low_135-black_low_45-black_low_135-white_low_45,white_low_45_up,black_low_135_up,11,1.715121307,2277.727972,2277.974705,0.2467333,left,0.1227673,1,11,25,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
397,"['med', 1, 'low']",1,white,0.752813294,45,left,up,med,low,white_low_45-black_low_45-white_low_135-black_low_135,white_med_45_up,black_med_135_up,20,1.001794242,2279.859781,2280.108322,0.2485416,left,0.1139138,1,20,20,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
398,"['high', 2, 'low']",2,black,0.007147609,45,right,down,high,low,white_low_135-white_low_45-black_low_135-black_low_45,black_high_45_down,white_high_135_down,12,1.276351445,2282.314957,2282.563501,0.2485446,right,0.1277932,1,12,20,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
399,"['med', 3, 'low']",3,white,0.291533604,135,right,down,med,low,white_low_45-black_low_45-black_low_135-white_low_135,white_med_135_down,black_med_45_down,13,1.443896698,2285.152077,2285.400621,0.2485443,right,0.3320242,1,13,23,0,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,12,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
400,"['low', 1, 'low']",1,white,0.841153004,135,right,down,low,low,white_low_135-white_low_45-black_low_135-black_low_45,white_low_135_down,black_low_45_down,10,1.675238152,2288.04545,2288.292283,0.246833,right,0.1896352,1,10,26,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
401,"['med', 3, 'high']",3,white,0.882979303,135,right,up,med,high,black_high_45-black_high_135-white_high_135-white_high_135,white_med_135_up,black_med_45_up,6,1.086024711,2290.329193,2290.577739,0.2485464,left,0.0979295,0,6,22,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
402,"['low', 1, 'high']",1,white,0.295623262,135,right,up,low,high,white_high_135-black_high_135-white_high_135-black_high_45,white_low_135_up,black_low_45_up,11,1.650476595,2292.978366,2293.228692,0.2503259,right,0.3420691,1,11,21,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,8,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
403,"['med', 1, 'low']",1,white,0.531737844,135,right,down,med,low,white_low_135-white_low_45-black_low_135-black_low_45,white_med_135_down,black_med_45_down,19,1.638647124,2295.954904,2296.203748,0.2488436,right,0.1477283,1,19,21,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
404,"['med', 3, 'high']",3,white,0.987663886,135,right,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,white_med_135_down,black_med_45_down,9,1.472453921,2298.695301,2298.943548,0.2482465,right,0.2142631,1,9,23,0,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,7,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
405,"['high', 1, 'high']",1,white,0.109472228,135,right,up,high,high,white_high_135-black_high_135-white_high_135-black_high_45,white_high_135_up,black_high_45_up,18,1.603955806,2301.495755,2301.744304,0.2485485,right,0.0938689,1,18,26,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,10,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
406,"['med', 1, 'low']",1,white,0.080893601,45,left,down,med,low,white_low_135-black_low_135-black_low_45-white_low_45,white_med_45_down,black_med_135_down,18,1.322886551,2303.902436,2304.150978,0.2485417,left,0.0813666,1,18,22,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
407,"['high', 3, 'high']",3,white,0.238635904,45,left,up,high,high,white_high_135-black_high_45-black_high_135-white_high_135,white_high_45_up,black_high_135_up,7,1.590611038,2306.620067,2306.866844,0.2467773,left,0.339742,1,7,25,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
408,"['med', 2, 'low']",2,white,0.543680774,45,left,up,med,low,white_low_135-black_low_45-black_low_135-white_low_45,white_med_45_up,black_med_135_up,7,1.31797293,2309.226812,2309.473584,0.2467718,left,0.2418259,1,7,17,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
409,"['med', 1, 'high']",1,black,0.069070542,135,left,up,med,high,white_high_135-black_high_135-black_high_45-white_high_135,black_med_135_up,white_med_45_up,19,1.484892162,2311.946982,2312.197277,0.2502946,left,0.3450194,1,19,21,0,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
410,"['low', 2, 'low']",2,black,0.612066279,45,right,down,low,low,black_low_135-white_low_45-black_low_45-white_low_135,black_low_45_down,white_low_135_down,7,1.888726608,2315.123563,2315.372109,0.2485464,right,0.3122905,1,7,20,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,9,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
